id,reasoning,answer,article_text,sphere,source,date
70,"Статья описывает судебные решения о зачислении акций ПАО ""Газпром"" на казначейский счет компании. Это действие направлено на повышение ликвидности акций и увеличение доли государства в компании. Подобные действия могут положительно повлиять на стоимость акций Газпрома, а также на акции дочерних компаний, упомянутых в статье.",70.0," Москва. 20 февраля. INTERFAX.RU - Арбитражный суд завершил публикацию полных текстов решений о серии дел о зачислении на казначейский счет ПАО ""Газпром"" акций ликвидированных владельцев. Всего решения касаются 111 тыс. 9 акций – текущая рыночная стоимость этого пакета составляет почти 20 млн рублей. Опубликованы решения суда по всем 16 искам, которые эмитент подал за последний год. Формальным ответчиком по искам является регистратор эмитента – АО ""Специализированный регистратор - Держатель реестров акционеров газовой промышленности"" (ДРАГА). ""Акции публичного общества направлены на привлечение ликвидности, и утрата ими этой функции за счет длительного выбытия из оборота приводит к нарушению законных интересов акционерного общества. Сохранение ситуации, при которой акции продолжают считаться размещенными среди утративших правоспособность участников гражданского оборота во всяком случае недопустимо, поскольку входит в противоречие с существом юридической конструкции акционерного общества как организационно-правовой формы предпринимательства"", - отмечается в одном из решений суда. Эмитент уже отчитался, что более 60 тыс. акций зачислены на его счет. Уставный капитал ПАО ""Газпром"" состоит из 23,674 млрд обыкновенных акций. Государство контролирует более 50% бумаг напрямую (38,37%) и через госкомпании АО ""Роснефтегаз"" (10,97%) и ""Росгазификация"" (0,89%). С аналогичным иском также уже выступала дочерняя нефтяная компания группы - ПАО ""Газпром нефть"". Также в 2024-2025 годах с похожими заявлениями к регистратору обратились в суды несколько газораспределительных организаций группы: АО Газпром газораспределение Калуга"", АО ""Газпром газораспределение Майкоп"", АО ""Газпром газораспределение Ярославль"", АО ""Газпром газораспределение Псков"", АО ""Газпром газораспределение Владимир"", ПАО ""Газпром газораспределение Уфа"", АО ""Газпром газораспределение Рязанская область"", АО ""Газпром газораспределение Вологда"", АО ""Газпром газораспределение Смоленск"".",Финансы,Интерфакс,2025-02-20
71,"Статья посвящена мерам Банка России по разморозке активов российских инвесторов, заблокированных за рубежом. Хотя статья не содержит прямых финансовых показателей, она сигнализирует о положительных тенденциях для российского финансового рынка. Разморозка активов позволит инвесторам получить доступ к своим средствам, что может стимулировать инвестиционную активность и повысить доверие к финансовой системе.",65.0," Москва. 20 февраля. INTERFAX.RU - Банк России сейчас не обсуждает новые масштабные схемы по разморозке активов российских инвесторов, заблокированных за рубежом, заявила глава ЦБ Эльвира Набиуллина. ""Каких-то таких больших схем сейчас не обсуждается. Но возможные механизмы, конечно, мы все пытаемся поддержать для того, чтобы восстановить законные права российских инвесторов"", - сказала Набиуллина на пресс-конференции. ""После замораживания средств российских инвесторов, причем не попавших под санкции, то есть абсолютно несправедливо, мы вместе с правительством вырабатывали разные схемы для того, чтобы помочь высвободить эти средства. И определенная часть средств была высвобождена в прошлом году, если мне память не изменяет, это около 570 млрд рублей. Средств, замороженных в виде ценных бумаг, выплаты купонов были разморожены. Это коснулось 1,5 млн человек"", - отметила Набиуллина. В сумму, которую назвала глава ЦБ, входят результаты обмена замороженными активами, выплаты по иностранным ценным бумагам и замещение евробондов, пояснили ""Интерфаксу"" в пресс-службе Банка России. Президент РФ Владимир Путин в ноябре 2023 года подписал указ N844 ""О дополнительных временных мерах экономического характера, связанных с обращением иностранных ценных бумаг"", который создал условия для обмена заблокированными в РФ и за рубежом активами инвесторов. В соответствии с ним нерезиденты могли выкупить заблокированные иностранные бумаги российских инвесторов за счет средств на своих счетах типа ""С"". Резиденты могли предъявить к выкупу бумаги совокупной начальной стоимостью не более 100 тыс. рублей, которые учитывались на счетах Национального расчетного депозитария (НРД). По данным ""Инвестиционной палаты"", выступающей организатором обмена заблокированными активами, нерезиденты по итогам двух этапов расчетов в 2024 году выкупили заблокированные активы российских инвесторов на 10,64 млрд рублей . Осенью 2023 года также был выпущен президентский указ N665 ""О временном порядке исполнения перед резидентами и иностранными кредиторами государственных долговых обязательств РФ, выраженных в государственных ценных бумагах, номинальная стоимость которых указана в иностранной валюте, и иных обязательств по иностранным ценным бумагам"", который позволил российским инвесторам получать выплаты дивидендов и купонов по заблокированным бумагам. ",Финансы,Интерфакс,2025-02-20
72,"Статья посвящена мерам Банка России по разморозке активов российских инвесторов, заблокированных за рубежом. Хотя статья не содержит прямых финансовых показателей, она сигнализирует о положительных тенденциях для российского финансового рынка. Разморозка активов позволит инвесторам получить доступ к своим средствам, что может стимулировать инвестиционную активность и повысить доверие к финансовой системе.",65.0," Москва. 20 февраля. INTERFAX.RU - Банк России сейчас не обсуждает новые масштабные схемы по разморозке активов российских инвесторов, заблокированных за рубежом, заявила глава ЦБ Эльвира Набиуллина. ""Каких-то таких больших схем сейчас не обсуждается. Но возможные механизмы, конечно, мы все пытаемся поддержать для того, чтобы восстановить законные права российских инвесторов"", - сказала Набиуллина на пресс-конференции. ""После замораживания средств российских инвесторов, причем не попавших под санкции, то есть абсолютно несправедливо, мы вместе с правительством вырабатывали разные схемы для того, чтобы помочь высвободить эти средства. И определенная часть средств была высвобождена в прошлом году, если мне память не изменяет, это около 570 млрд рублей. Средств, замороженных в виде ценных бумаг, выплаты купонов были разморожены. Это коснулось 1,5 млн человек"", - отметила Набиуллина. В сумму, которую назвала глава ЦБ, входят результаты обмена замороженными активами, выплаты по иностранным ценным бумагам и замещение евробондов, пояснили ""Интерфаксу"" в пресс-службе Банка России. Президент РФ Владимир Путин в ноябре 2023 года подписал указ N844 ""О дополнительных временных мерах экономического характера, связанных с обращением иностранных ценных бумаг"", который создал условия для обмена заблокированными в РФ и за рубежом активами инвесторов. В соответствии с ним нерезиденты могли выкупить заблокированные иностранные бумаги российских инвесторов за счет средств на своих счетах типа ""С"". Резиденты могли предъявить к выкупу бумаги совокупной начальной стоимостью не более 100 тыс. рублей, которые учитывались на счетах Национального расчетного депозитария (НРД). По данным ""Инвестиционной палаты"", выступающей организатором обмена заблокированными активами, нерезиденты по итогам двух этапов расчетов в 2024 году выкупили заблокированные активы российских инвесторов на 10,64 млрд рублей . Осенью 2023 года также был выпущен президентский указ N665 ""О временном порядке исполнения перед резидентами и иностранными кредиторами государственных долговых обязательств РФ, выраженных в государственных ценных бумагах, номинальная стоимость которых указана в иностранной валюте, и иных обязательств по иностранным ценным бумагам"", который позволил российским инвесторам получать выплаты дивидендов и купонов по заблокированным бумагам. ",Финансы,Интерфакс,2025-02-20
73,"Статья сообщает о выкупе японской IT-компании Fuji Soft американской инвестиционной компанией KKR. Это событие напрямую влияет на стоимость акций Fuji Soft, что подтверждается ростом их цены почти на 62% за последний год. Влияние на российский рынок финансового сектора незначительно.",15.0," Москва. 20 февраля. INTERFAX.RU - Американская инвесткомпания KKR & Co., выставившая оферту на приобретение акций японского производителя программного обеспечения Fuji Soft, получила достаточное количество заявок от акционеров компании, чтобы осуществить ее полный выкуп. Как сообщает KKR, инвесткомпания сможет приобрести 57,92% акций Fuji Soft в рамках двухэтапной оферты, вторая фаза которой завершится 27 февраля. Приобретение такой доли позволяет KKR запустить процедуру squeeze out (принудительный выкуп оставшихся акций). После ее завершения инвесткомпания будет владеть 100% Fuji Soft. Экстренное собрание акционеров для проведения squeeze out состоится в конце апреля. Ранее на этой неделе другой претендент на покупку Fuji Soft - американская Bain Capital - отказалась от приобретения японской компании. В декабре 2024 года Bain Capital заявила о намерении выставить оферту на выкуп акций Fuji Soft по цене 9600 иен ($63) за бумагу. В феврале KKR улучшила предложение о покупке Fuji Soft до 9850 иен за акцию с 9451 иены за акцию, чтобы опередить Bain Capital. Предложение KKR оценивает Fuji Soft в 664 млрд иен ($4,4 млрд). В ноябре KKR приобрела более трети акций Fuji Soft и заявила о намерении сделать компанию непубличной. Акции Fuji Soft подорожали почти на 62% за последние 12 месяцев.",Финансы,Интерфакс,2025-02-20
74,"Повышение лимитов льготных кредитов через ФРП стимулирует развитие высокотехнологичных производств, импортозамещение и цифровизацию в России. Это положительно скажется на финансовом секторе, так как увеличит спрос на кредиты и инвестиции.",75.0," Москва. 20 февраля. INTERFAX.RU - В России планируют повысить лимиты по одному из наиболее востребованных у предприятий механизмов поддержки - льготным кредитам Фонда развития промышленности (ФРП) - до 3-5 млрд рублей, сообщил глава Минпромторга Антон Алиханов на Форуме будущих технологий. ""Мы сейчас с коллегами думаем над пересмотром лимитов кредитования по ФРП. Очевидно, что мы будем поднимать его до 3 млрд или 5 млрд рублей для того, чтобы как раз дать возможность реализовывать проекты с учетом высокой ставки Центробанка в таком синдицированном формате с поддержкой под 3-5% годовых"", - сказал он. В ближайшее время вопрос о пересмотре лимитов планируется вынести на совет ФРП, добавил позднее министр в беседе с журналистами. По его словам, новые условия льготного кредитования начнут действовать в течение года. Сейчас лимит льготного кредитования по основным программам через ФРП составляет 1 млрд рублей, более высокий лимит - до 5 млрд рублей - установлен только по специализированной программе ""Автокомпоненты"". ФРП создан в 2014 году на базе Российского фонда технологического развития для финансирования проектов, направленных на производство высокотехнологичной продукции, импортозамещение, лизинг оборудования, цифровизацию производств и других проектов. Фонд предоставляет целевые займы под 3% и 5% годовых сроком до 7 лет.",Финансы,Интерфакс,2025-02-20
75,"Статья о смене руководства в компании Herbalife, которая не связана с энергетическим сектором. Изменение CEO может повлиять на стоимость акций Herbalife, но не имеет прямого отношения к отрасли Энергетика.",0.0," Москва. 20 февраля. INTERFAX.RU - Совет директоров американского производителя биодобавок Herbalife Ltd. назначил главным исполнительным директором президента Стефана Грациани, сообщила компания. Грациани вступит в новую должность 1 мая и сменит Майкла Джонсона, который станет исполнительным председателем совета директоров (ныне - просто председатель). Грациани ранее был независимым дистрибьютором Herbalife. В 2023 году он стал ее главным директором по стратегии, в январе 2024 года - президентом. Его зарплата в качестве CEO составит $1,1 млн в год. Джонсон возглавлял компанию с 2003 по 2017 год, с 2019 года по начало 2020 года и с 2022 года по настоящее время. В 2022 году его общее вознаграждение в качестве CEO и председателя совета директоров составило $10,3 млн. В качестве исполнительного председателя он будет получать около $741 тыс. в год без учета стимулирующих выплат в виде долевых инструментов. Акции Herbalife дорожают на 17,8% на предварительных торгах в четверг.",Энергетика,Интерфакс,2025-02-20
76,"Введение цифрового рубля может привести к изменениям в финансовой системе, что потенциально повлияет на банки.  Банк России обсуждает экономическую модель цифрового рубля с кредитными организациями, чтобы сделать ее привлекательной для участников рынка. Это указывает на то, что ЦБ стремится к широкому внедрению цифрового рубля и его интеграции в существующую финансовую систему.",60.0," Москва. 20 февраля. INTERFAX.RU - Банк России обсуждает с кредитными организациями экономическую модель цифрового рубля, которая была бы привлекательна для участников рынка, заявила председатель ЦБ Эльвира Набиуллина в кулуарах форума ""Кибербезопасность в финансах"". Цифровой рубль - третья форма российской национальной валюты, которую Банк России планирует выпускать в дополнение к существующим формам денег (наличной и безналичной). ЦБ с 15 августа 2023 года проводит пилот с реальными цифровыми рублями. Постепенно количество участников пилота расширяется за счет как физлиц, так и юрлиц. Также увеличивается число тестируемых видов операций . Введение цифрового рубля в широкий оборот предполагается начинать поэтапно с 1 июля 2025 года. ""Помимо технической готовности, для того, чтобы были операции с цифровым рублем, чтобы они развивались, нужна экономическая модель, которая была бы интересна клиентам, банкам"", - сказала Набиуллина. ""Вот привлекательность экономической модели для участников рынка мы сейчас обсуждаем"", - добавила она. Госдума в октябре прошлого года приняла в первом чтении приняла законопроект N576830-8, который предусматривает распространение на операции с цифровым рублем требований федерального закона N115-ФЗ ""О противодействии легализации (отмыванию) доходов, полученных преступным путем, и финансированию терроризма"" (ПОД/ФТ). В ходе подготовки законопроекта ко второму чтению было решено, что основные функции по ПОД/ФТ на платформе будет выполнять не только ЦБ, как предполагалось изначально, но и банки. ""Пока закон, действительно, не принят. Он должен будет определять, в том числе осуществление ""антиотмывочных"" процедур, это будет в основном на стороне банков, банки в курсе, что это готовится. Но конечно, здесь нужно принятие закона, и после принятия закона нужно определенное время, чтобы банки настроили все системы, это не простой процесс"", - сказала глава ЦБ. Некоторые крупные банки, которые обязаны будут предоставить клиентам возможность проводить операции с цифровыми рублями уже с 1 июля текущего года, сообщали, что технически надеются успеть уложиться в установленные регулятором сроки. Но из-за продолжающейся доработки нормативной базы (в том числе и вышеупомянутого закона), а также самой платформы цифрового рубля существует риск задержки.",Финансы,Интерфакс,2025-02-20
77,Статья о сельскохозяйственной продукции и ее реализации. Прямого влияния на энергетический сектор нет.,0.0," Москва. 20 февраля. INTERFAX.RU - Российские сельхозорганизации в январе реализовали 3 676,8 тысячи тонн зерна, что на 15,1% меньше, чем в январе 2024 года, сообщается в материалах Росстата. В частности, продажа пшеницы сократилась на 9,3%, до 2 491,4 тысячи тонн, кукурузы - на 31,6%, до 522,9 тысячи тонн. Реализация масличных культур снизилась на 16%, до 863,7 тысячи тонн, в том числе подсолнечника - на 24,7%, до 435,9 тысячи тонн. Сахарной свеклы, переработка которой в январе практически завершается, продано 924,5 тысяч тонн против 2,4 млн тонн год назад. Картофеля реализовано на 19,7% меньше - 213 тысяч тонн, овощей - на 7,1% больше, 202 тысячи тонн.",Энергетика,Интерфакс,2025-02-20
78,"Статья о финансовых результатах британского банка Lloyds. Несмотря на снижение прибыли из-за регуляторных расходов, банк демонстрирует позитивные тенденции: увеличение дохода, выплату дивидендов и программу обратного выкупа акций. Эти действия могут положительно повлиять на sentiment рынка в отношении банковской сферы.",25.0," Москва. 20 февраля. INTERFAX.RU - Британский банк Lloyds Banking Group Plc зафиксировал резкое снижение доналоговой прибыли в четвертом квартале 2024 года из-за единовременных расходов, сообщила пресс-служба банка. Банк перечислил дополнительно 700 млн фунтов ($881,1 млн) в резервы на возможные издержки в связи регуляторным расследованием, касающимся его операций в сфере автокредитования. В третьем квартале он зарезервировал 450 млн фунтов на эти цели. Несмотря на разовые расходы, Lloyds привержен поощрению акционеров, отмечается в сообщении. Банк планирует выплатить квартальные дивиденды в размере 2,11 пенса на акцию, в результате чего сумма годовых дивидендов достигнет 3,17 пенса на акцию - это на 15% больше, чем годом ранее. Кроме того, Lloyds запускает программу обратного выкупа акций на 1,7 млрд фунтов. Доналоговая прибыль банка в четвертом квартале сократилась до 824 млн фунтов с 1,78 млрд фунтов за аналогичный период годом ранее. Консенсус-прогноз аналитиков для этого показателя, представленный самим Lloyds, предполагал прибыль в 1,25 млрд фунтов. Совокупный доход банка в минувшем квартале увеличился на 3%, до 4,38 млрд фунтов, что оказалось лучше среднего прогноза экспертов в 4,34 млрд фунтов. Чистый процентный доход уменьшился на 1,2%, до 3,28 млрд фунтов (прогноз рынка - 3,25 млрд фунтов). Чистая процентная маржа снизилась до 2,97% с 2,98% годом ранее, но превысила показатель третьего квартала (2,95%). Коэффициент достаточности капитала первого уровня (CET1) банка на 31 декабря составил 14,2% против 14,6% годом ранее. По прогнозу Lloyds, в 2025 году чистый процентный доход увеличится до 13,5 млрд фунтов с 12,85 млрд фунтов в 2024 году. Банк рассчитывает добиться повышения показателя рентабельности материального капитала до 13,5% в 2025 году (12,3% в 2024 году) и до более 15% в 2026 году.",Финансы,Интерфакс,2025-02-20
79,"Банк России предлагает ужесточить меры по борьбе с мошенничеством в банковской сфере, включая персональную ответственность топ-менеджеров за антифрод-процедуры. Это может привести к дополнительным расходам для банков на совершенствование систем безопасности и повышению квалификации сотрудников. В краткосрочной перспективе это может негативно сказаться на прибыли банков, но в долгосрочной перспективе приведет к снижению рисков мошенничества и укреплению доверия клиентов к банковской системе.",20.0," Москва. 20 февраля. INTERFAX.RU - Банк России предлагает ввести персональную ответственность топ-менеджеров кредитных организаций, которые отвечают за организацию антифрод-процедур в банках, сообщила на пресс-конференции глава ЦБ Эльвира Набиуллина. По ее словам, безусловно нужно повышать ответственность банков за то, чтобы в них были налажены все необходимые антифрод-процедуры. ""Банки много могут сделать, и надо сказать, что здесь не с чистого листа все начинается - для того, чтобы банки лучше отвечали, были уже приняты законы. В том числе, банки обязаны компенсировать человеку средства, если они перечислили эти средства на счет мошенников, которые есть в нашей базе данных"", - сказала она. ""Мы предлагаем, в том числе, вводить персональную ответственность топ-менеджеров банков, которые отвечают за антифрод-процедуры, потому что антифрод-процедуры в разных банках по-разному построены"", - отметила Набиуллина. По ее данным, в большинстве крупных банков такие процедуры по противодействию мошенничеству ""очень хорошо работают"". ""Банки отбивают - вы можете посмотреть по доступной статистике - подавляющую часть таких попыток мошеннических действий"", - сказала она. Говоря об идее создания фонда компенсации клиентам, которые без добровольного согласия перевели мошенникам деньги, Набиуллина отметила, что ее можно обсуждать. Однако она обратила внимание, что есть сложность с введением безусловной материальной ответственности банков по случаям похищения средств с помощью социальной инженерии - нельзя ""дать питательную почву для дополнительного мошенничества"". ""Просто, может быть сговор мошенников и клиентов по выводу денег, что эти деньги были мошенническим образом выведены. Поэтому эти все риски нужно будет посмотреть и посмотреть дополнительные меры. Но основная часть были уже приняты законы, очень важные, по кредитному мошенничеству, в том числе. Они только начинают работать, посмотреть, как они работают и усиливать ответственность банков за соблюдение антифрод-процедур"", - заключила председатель ЦБ.",Финансы,Интерфакс,2025-02-20
80,"Статья сообщает о позиции Банка России по переговорам о снятии санкций. Отсутствие участия ЦБ в таких переговорах может негативно сказаться на ожиданиях рынка, так как снятие санкций могло бы положительно повлиять на финансовую систему.",-30.0," Банк России в подобных переговорах не участвует Москва. 20 февраля. INTERFAX.RU - Председатель Банка России Эльвира Набиуллина не знает о переговорах по теме снятия финансовых санкций с России и разморозке золотовалютных резервов, ЦБ в них не участвует. Об этом она сказала на пресс-конференции в Екатеринбурге. ""ЦБ не участвует в такого рода переговорах, мне об этом ничего не известно"", - ответила она на вопрос, ведутся ли сейчас переговоры о снятии финансовых санкций с России и разморозке резервов. Глава ЦБ отметила, что в ходе недавней поездки в Объединенные Арабские Эмираты обсуждались вопросы двустороннего взаимодействия в финансовой сфере. Набиуллина также повторила, что пока преждевременно в базовом прогнозе учитывать урегулирование ситуации на Украине. ""Мы недавно обновляли свой прогноз на три года вперед. Мы обновляем наши прогнозы четыре раза в год в зависимости от того, какая информация появляется и что мы можем учесть в нашем базовом прогнозе. Пока мы считаем преждевременным в базовом прогнозе учитывать возможные последствия урегулирования ( конфликта с Украиной - ИФ ), будем смотреть, как будет развиваться ситуация"", - сказала Набиуллина.",Финансы,Интерфакс,2025-02-20
81,"Статья не затрагивает непосредственно энергетическую отрасль. Она фокусируется на строительстве и жилищном секторе, которые косвенно могут влиять на потребление энергии. Рост строительства может привести к увеличению спроса на электроэнергию и материалы, что положительно скажется на энергетических компаниях.",25.0," Москва. 20 февраля. INTERFAX.RU - Вклад строительной отрасли в ВВП России в 2024 году может превысить показатели 2023 года, сказал вице-премьер Марат Хуснуллин на заседании рабочей группы комиссии Госсовета по направлению нового национального проекта ""Инфраструктура для жизни"". ""Сегодня в стройке и смежных отраслях задействовано более 11 миллионов человек. Именно благодаря этим людям постоянно растет ее вклад в ВВП. По итогу 2023 года он достиг 22 триллиона, или 14%. По итогу 2024 года он будет точно не меньше. Мы ждем сейчас пересчет, он будет выше. Объем налоговых поступлений около 7 трлн рублей, или почти 13% всех налогов нашей страны"", - отметил он. Хуснуллин напомнил, что новый нацпроект ""Инфраструктура для жизни"" призван повысить качество жизни граждан. ""Для достижения показательных целей в части жилищного строительства нам необходимо построить 1383 млн кв.м жилья до 2036 года, из них до 2030 года - 663 млн кв.м. И тогда у нас обеспеченность жильем будет 33 метра в среднем на человека в 2030 году и 38 метров на человека в 2036 году"", - напомнил вице-премьер. В результате этой работы за 12 лет 33% или треть всего жилья в стране должно стать новым. ""Жилье - это центральный элемент, вокруг которого формируются планы по развитию инфраструктуры"", - подчеркнул вице-премьер.",Энергетика,Интерфакс,2025-02-20
83,"Статья о финансовых результатах Renault.  Хотя чистая прибыль упала, выручка выросла, а операционная прибыль увеличилась. Компания прогнозирует рост операционной рентабельности и свободного денежного потока. Акции Renault растут. Эти факторы свидетельствуют о положительном настроении рынка по отношению к Renault, что может косвенно повлиять на автомобильный сектор в целом.",25.0," Москва. 20 февраля. INTERFAX.RU - Французский автомобилестроительный концерн Renault SA увеличил выручку на 7,4% в 2024 году, однако его чистая прибыль упала почти втрое. В 2024 году чистая прибыль компании составила 752 млн евро против 2,198 млрд евро годом ранее. Показатель учитывает негативный эффект от продажи акций Nissan и обесценения инвестиций Renault в японского автопроизводителя. Операционная прибыль повысилась до 2,576 млрд евро с 2,485 млрд евро в 2023 году. Годовая выручка увеличилась до 56,232 млрд евро с 52,376 млрд годом ранее. Руководство компании рекомендовало выплатить дивиденды за 2024 год в размере 2,2 евро на акцию против 1,85 евро годом ранее. В 2025 году Renault ожидает операционную рентабельность на уровне не менее 7% по сравнению с 7,6% в 2024 году. Также компания прогнозирует, что показатель свободного операционного денежного потока составит не менее 2 млрд евро (2,9 млрд евро в прошлом году). Котировки акций Renault выросли на 26% за последние три месяца, тогда как за последний год капитализация компании повысилась на 38,5% - до 14,8 млрд евро.",Финансы,Интерфакс,2025-02-20
